Bogføringsdato;Beløb;Posteringstype;Reference;Løbende_saldo;Statuskonto
20250501;250,00;MOBILEPAY;Mobilepay 2001424450013004255;-171288969,22;90540000
20250501;30,00;MOBILEPAY;Mobilepay 2001341000013004254;-171289219,22;90540000
20250501;2.970,30;MOBILEPAY;Mobilepay 2000452160013004259;-171289249,22;90540000
20250501;198,02;MOBILEPAY;Mobilepay 2000311450013004259;-171292219,52;90540000
20250501;53.583,00;CAP;Cap Viborg Kommune                 Meddelnr. 07077265925120;-171292417,54;90540000
20250501;125.786,00;CAP;Cap SYGEDAGP.tlf89405555           Meddelnr. 07077386925120;-171346000,54;90540000
20250501;-1.907,00;CAP;Cap Sygedagpenge;-171471786,54;90540000
20250501;12.114,00;CAP;Cap Skanderborg Kommune            Meddelnr. 07077441525120;-171469879,54;90540000
20250501;-1.850,00;CAP;Cap NKS-KY;-171481993,54;90540000
20250501;-114,80;CAP;Cap NKS-KY;-171480143,54;90540000
20250501;-197,60;CAP;Cap NKS-KY;-171480028,74;90540000
20250501;-303,54;CAP;Cap NKS-KY;-171479831,14;90540000
20250501;-6.698,00;CAP;Cap NKS-KY;-171479527,60;90540000
20250501;-21.868,87;CAP;Cap NKS-KY;-171472829,60;90540000
20250501;-5.300,72;CAP;Cap NKS-KY;-171450960,73;90540000
20250501;-4.175,88;CAP;Cap NKS-KY;-171445660,01;90540000
20250501;-17,00;CAP;Cap NKS-KY;-171441484,13;90540000
20250501;20.803,00;CAP;Cap Dagpengerefusion               Meddelnr. 07077214925120;-171441467,13;90540000
20250501;-9.431,00;CAP;Cap Boliglån;-171462270,13;90540000
20250501;-72.530,45;CAP;RG-250502 29 ACONTO;-171452839,13;90540000
20250501;-52.984,97;CAP;Rekvireret udbetalin;-171380308,68;90540000
20250501;-17.233,45;CAP;NKS-KY;-171327323,71;90540000
20250501;-37.119,74;CAP;NKS-KY;-171310090,26;90540000
20250501;-13.725,00;CAP;NKS-KY;-171272970,52;90540000
20250501;-39.329,84;CAP;NKS-KY;-171259245,52;90540000
20250501;-18.541,79;CAP;NKS-KY;-171219915,68;90540000
20250501;-17.320,68;CAP;NKS-KY;-171201373,89;90540000
20250501;-4.353,28;CAP;NKS-KY;-171184053,21;90540000
20250501;-66.826,79;CAP;NKS-KY;-171179699,93;90540000
20250501;-31.122,79;CAP;NKS-KY;-171112873,14;90540000
20250501;-323.504,68;CAP;NKS-KY;-171081750,35;90540000
20250501;-4.524,54;CAP;NKS-KY;-170758245,67;90540000
20250501;-10.315.531,84;CAP;Leverandørudbetaling;-170753721,13;90540000
20250501;-2.742.278,46;CAP;Leverandørudbetaling;-160438189,29;90540000
20250501;-222.801,74;CAP;Foreningstilskud;-157695910,83;90540000
20250501;-60,00;GEBYR UDLAND;Gebyr udland 3512107446GEB   NCHG;-157473109,09;90540000
20250501;27.653,89;INDBETALINGSKORT;Indbetalingskort K 89182816-30.04;-157473049,09;90540000
20250501;95.346,15;INDBETALINGSKORT;Indbetalingskort K 86446707-30.04;-157500702,98;90540000
20250501;10.960,00;INDBETALINGSKORT;Indbetalingskort K 86136228-30.04;-157596049,13;90540000
20250501;864.597,29;INDBETALINGSKORT;Indbetalingskort K 84788767-30.04;-157607009,13;90540000
20250501;-82.852,80;LEVERANDØRSERVICE;Ls, kreditor 54879 S/I SENI;-158471606,42;90540000
20250501;-2.011.459,09;LEVERANDØRSERVICE;Ls, kreditor 40010 UDBETALI;-158388753,62;90540000
20250501;1.442.342,03;BS BETALING;Bs betaling KON konto 0970205918;-156377294,53;90540000
20250501;11.569.585,88;BS BETALING;Bs betaling KON konto 0970205918;-157819636,56;90540000
20250501;937.563,82;BS BETALING;Bs betaling KON konto 0970205918;-169389222,44;90540000
20250501;13.962,00;INDBETALING;Indbetaling 301.408.72.05;-170326786,26;90540000
20250501;1.630,00;INDBETALING;Indbetaling UDB;-170340748,26;90540000
20250501;575,00;INDBETALING;Indbetaling MEL;-170342378,26;90540000
20250501;14.450,00;PENGEAUTOMAT;Pengeautomat 006993 01.05 kl10.06  2700-78 eksnr. 8108;-170342953,26;90540000
20250501;6.200,00;PENGEAUTOMAT;Pengeautomat 006982 01.05 kl10.17  2700-78 eksnr. 8117;-170357403,26;90540000
20250501;10.300,00;PENGEAUTOMAT;Pengeautomat 006977 01.05 kl10.55  2700-75 eksnr. 8432;-170363603,26;90540000
20250501;281,00;DANKORT-SALG;Dankort-salg 30.04 7221290 729550;-170373903,26;90540000
20250501;343,00;DANKORT-SALG;Dankort-salg 30.04 6899625 239850;-170374184,26;90540000
20250501;1.564,00;DANKORT-SALG;Dankort-salg 30.04 6201830 319450;-170374527,26;90540000
20250501;445,00;DANKORT-SALG;Dankort-salg 30.04 5991390 215250;-170376091,26;90540000
20250501;272,00;DANKORT-SALG;Dankort-salg 30.04 5891507 278750;-170376536,26;90540000
20250501;3.688,00;DANKORT-SALG;Dankort-salg 30.04 5846102 814550;-170376808,26;90540000
20250501;217,00;DANKORT-SALG;Dankort-salg 30.04 5846102 814450;-170380496,26;90540000
20250501;55,00;DANKORT-SALG;Dankort-salg 30.04 5541069 267050;-170380713,26;90540000
20250501;39,00;DANKORT-SALG;Dankort-salg 30.04 5247969 691763;-170380768,26;90540000
20250501;150,00;DANKORT-SALG;Dankort-salg 30.04 5078318 2810;-170380807,26;90540000
20250501;150,00;DANKORT-SALG;Dankort-salg 30.04 5078318 2809;-170380957,26;90540000
20250501;680,00;DANKORT-SALG;Dankort-salg 30.04 5078318 2808;-170381107,26;90540000
20250501;300,00;DANKORT-SALG;Dankort-salg 30.04 5078318 2806;-170381787,26;90540000
20250501;202,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208929;-170382087,26;90540000
20250501;11,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208618;-170382289,26;90540000
20250501;599,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208551;-170382300,26;90540000
20250501;120,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208551;-170382899,26;90540000
20250501;879,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208542;-170383019,26;90540000
20250501;484,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208393;-170383898,26;90540000
20250501;1.129,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208371;-170384382,26;90540000
20250501;117,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208371;-170385511,26;90540000
20250501;179,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208369;-170385628,26;90540000
20250501;130,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208279;-170385807,26;90540000
20250501;246,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208245;-170385937,26;90540000
20250501;170,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208235;-170386183,26;90540000
20250501;176,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208234;-170386353,26;90540000
20250501;215,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208228;-170386529,26;90540000
20250501;72,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208202;-170386744,26;90540000
20250501;170,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208196;-170386816,26;90540000
20250501;262,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208170;-170386986,26;90540000
20250501;63,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208166;-170387248,26;90540000
20250501;106,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208155;-170387311,26;90540000
20250501;177,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208147;-170387417,26;90540000
20250501;479,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208141;-170387594,26;90540000
20250501;281,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208139;-170388073,26;90540000
20250501;22,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208138;-170388354,26;90540000
20250501;44,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208137;-170388376,26;90540000
20250501;162,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208135;-170388420,26;90540000
20250501;75,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208109;-170388582,26;90540000
20250501;1.179,00;DANKORT-SALG;Dankort-salg 30.04 4922735 208069;-170388657,26;90540000
20250501;1.000,00;DANKORT-SALG;Dankort-salg 30.04 4862899 925650;-170389836,26;90540000
20250501;1.680,00;DANKORT-SALG;Dankort-salg 30.04 4862899 088650;-170390836,26;90540000
20250501;3.448,00;DANKORT-SALG;Dankort-salg 30.04 4771850 546050;-170392516,26;90540000
20250501;199,00;DANKORT-SALG;Dankort-salg 30.04 3796930 590750;-170395964,26;90540000
20250501;537,00;DANKORT-SALG;Dankort-salg 30.04 3796930 041050;-170396163,26;90540000
20250501;20,00;DANKORT-SALG;Dankort-salg 30.04 3796914 880150;-170396700,26;90540000
20250501;9.572,50;DANKORT-SALG;Dankort-salg 30.04 3796914 880050;-170396720,26;90540000
20250501;682,00;DANKORT-SALG;Dankort-salg 30.04 3796892 673350;-170406292,76;90540000
20250501;424,00;DANKORT-SALG;Dankort-salg 30.04 3796884 623850;-170406974,76;90540000
20250501;38,00;DANKORT-SALG;Dankort-salg 30.04 3796868 574550;-170407398,76;90540000
20250501;172,00;DANKORT-SALG;Dankort-salg 30.04 3796795 279150;-170407436,76;90540000
20250501;218,00;DANKORT-SALG;Dankort-salg 30.04 3796671 706450;-170407608,76;90540000
20250501;71,00;DANKORT-SALG;Dankort-salg 30.04 3796663 988150;-170407826,76;90540000
20250501;180,00;DANKORT-SALG;Dankort-salg 30.04 1992317 331050;-170407897,76;90540000
20250501;7.001,00;OVERFØRSEL;Overførsel 260397-0937 OPH;-170408077,76;90540000
20250501;15.515,83;OVERFØRSEL;Overførsel Pers.ass.250655;-170415078,76;90540000
20250501;75,00;OVERFØRSEL;Overførsel N42250770295;-170430594,59;90540000
20250501;79.399,08;OVERFØRSEL;Overførsel N36549770445;-170430669,59;90540000
20250501;1.483,22;OVERFØRSEL;Overførsel Nets 0604 8537995;-170510068,67;90540000
20250501;113,88;OVERFØRSEL;Overførsel Nets 0528 8674335;-170511551,89;90540000
20250501;1.745,29;OVERFØRSEL;Overførsel Nets 0364 7978497;-170511665,77;90540000
20250501;8.297,96;OVERFØRSEL;Overførsel Nets 0304 8189094;-170513411,06;90540000
20250501;496,09;OVERFØRSEL;Overførsel FNR 7864309;-170521709,02;90540000
20250501;53.124,75;OVERFØRSEL;Overførsel FNR 7810906;-170522205,11;90540000
20250501;118,81;OVERFØRSEL;Overførsel FNR 7670797;-170575329,86;90540000
20250501;1.290,56;OVERFØRSEL;Overførsel FNR 7670796;-170575448,67;90540000
20250501;672,50;OVERFØRSEL;Overførsel FNR 7670789;-170576739,23;90540000
20250501;1.127,08;OVERFØRSEL;Overførsel FNR 7670788;-170577411,73;90540000
20250501;947,83;OVERFØRSEL;Overførsel FNR 7667973;-170578538,81;90540000
20250501;17.821,90;OVERFØRSEL;Overførsel FNR 7620659;-170579486,64;90540000
20250501;37.589,01;OVERFØRSEL;Overførsel FNR 7555139;-170597308,54;90540000
20250501;21.917,93;OVERFØRSEL;Overførsel FNR 7374697;-170634897,55;90540000
20250501;13.000,00;OVERFØRSEL;Overførsel Afdrag indskudslån;-170656815,48;90540000
20250501;3.968,00;OVERFØRSEL;Overførsel                         Meddelnr. 02306369025121;-170669815,48;90540000
20250501;17.830,00;OVERFØRSEL;Udbetaling Danmark                 Meddelnr. 02313176425121;-170673783,48;90540000
20250501;43.370,65;OVERFØRSEL;Udbetaling Danmark                 Meddelnr. 02313168925121;-170691613,48;90540000
20250501;18.552,01;OVERFØRSEL;Udbetaling Danmark                 Meddelnr. 02313168325121;-170734984,13;90540000
20250501;8.567,14;OVERFØRSEL;Udbetaling Danmark                 Meddelnr. 02313152825121;-170753536,14;90540000
20250501;74.024,66;OVERFØRSEL;Udbetaling Danmark                 Meddelnr. 02313099625121;-170762103,28;90540000
20250501;22.274,36;OVERFØRSEL;Udbetaling Danmark                 Meddelnr. 02313092825121;-170836127,94;90540000
20250501;45.568,00;OVERFØRSEL;Udbetaling Danmark                 Meddelnr. 02313091725121;-170858402,30;90540000
20250501;1.981,00;OVERFØRSEL;Udbetaling Danmark                 Meddelnr. 02313085225121;-170903970,30;90540000
20250501;1.981,00;OVERFØRSEL;Udbetaling Danmark                 Meddelnr. 02313075825121;-170905951,30;90540000
20250501;19.542,00;OVERFØRSEL;Silkeborg Kommune                  Meddelnr. 02319268825121;-170907932,30;90540000
20250501;23.491,00;OVERFØRSEL;Rebild Kommune                     Meddelnr. 02308478525121;-170927474,30;90540000
20250501;14.000,00;OVERFØRSEL;Randers Krisecenter                Meddelnr. 02306472825121;-170950965,30;90540000
20250501;7.965,12;OVERFØRSEL;Place2book ApS;-170964965,30;90540000
20250501;6.004,50;OVERFØRSEL;Place2book ApS;-170972930,42;90540000
20250501;109.827,00;OVERFØRSEL;Mariagerfjord Kommun               Meddelnr. 02304759825121;-170978934,92;90540000
20250501;14.992,00;OVERFØRSEL;Jammerbugt Kommune                 Meddelnr. 02308552125121;-171088761,92;90540000
20250501;29.707,70;OVERFØRSEL;FRA7835KTO0001114208;-171103753,92;90540000
20250501;175.278,00;OVERFØRSEL;Favrskov Kommune                   Meddelnr. 02308494125121;-171133461,62;90540000
20250501;2.000,00;OVERFØRSEL;E-lån - 171234-1005;-171308739,62;90540000
20250501;108.654,00;OVERFØRSEL;Dagpengerefusion                   Meddelnr. 02309559725121;-171310739,62;90540000
20250501;120.307,00;OVERFØRSEL;Dagpenge lønrefusion               Meddelnr. 02308560225121;-171419393,62;90540000
20250501;7.711,00;OVERFØRSEL;Dagpenge lønrefusion               Meddelnr. 02308553025121;-171539700,62;90540000
20250501;2.809,00;OVERFØRSEL;Brønderslev Kommune                Meddelnr. 02319344425121;-171547411,62;90540000
20250501;15.028,00;OVERFØRSEL;Boliglån                           Meddelnr. 02303073225121;-171550220,62;90540000
20250501;2.260,00;OVERFØRSEL;AUBlønref 2701931648               Meddelnr. 02319744925121;-171565248,62;90540000
20250501;2.256,00;OVERFØRSEL;AUBlønref 0809891682               Meddelnr. 02319744825121;-171567508,62;90540000
20250501;5.640,00;OVERFØRSEL;AUBlønref 0809891682               Meddelnr. 02319744725121;-171569764,62;90540000
20250501;861,50;OVERFØRSEL;Afregningsnota 186                 El Recycling ApS;-171575404,62;90540000
20250501;124,50;OVERFØRSEL;Afregningsnota 185;-171576266,12;90540000
20250501;247,00;OVERFØRSEL;Afregningsnota 184                 El Recycling ApS;-171576390,62;90540000
20250501;4.045,85;OVERFØRSEL;Afregningsnota 183                 El Recycling ApS;-171576637,62;90540000
20250501;6.990,60;OVERFØRSEL;Afregningsnota 182                 El Recycling ApS;-171580683,47;90540000
20250501;345,00;OVERFØRSEL;Afregningsnota 181                 El Recycling ApS;-171587674,07;90540000

